PracticeCode,Practice name,CCGCode,ListSize,AF,AFAchievement,BPAchievement,CVD,CVDAchievement,CHD,CHDAchievemen,HF,HFAchievement,HYP,HYPAchievement,PAD,PAdAchievement
L81035,THE MALAGO SURGERY,E38000022,9934,153,100.00,97.13,47,100.00,250,100.00,80,100.00,1046,100.00,71,99.33
L81037,PIONEER MEDICAL GROUP,E38000022,9683,151,100.00,100.00,50,100.00,314,98.54,67,100.00,1193,100.00,70,97.17
L81038,AIR BALLOON SURGERY,E38000022,13481,225,100.00,96.13,79,100.00,363,100.00,97,100.00,1831,100.00,89,100.00
L81041,HILLVIEW FAMILY PRACTICE,E38000022,6195,78,92.28,100.00,20,0.00,180,92.03,57,73.28,713,89.65,79,89.33
L81053,THE LENNARD SURGERY,E38000022,7848,171,100.00,100.00,81,100.00,313,93.11,70,100.00,1367,92.96,71,91.33
L81054,GRANGE ROAD SURGERY,E38000022,10343,175,100.00,100.00,52,100.00,334,99.66,89,100.00,1535,100.00,95,100.00
L81057,GAYWOOD HOUSE SURGERY,E38000022,7639,141,100.00,96.27,35,100.00,246,96.06,73,100.00,1009,100.00,61,100.00
L81061,THE WELLSPRING SURGERY,E38000022,8143,87,100.00,100.00,39,100.00,175,100.00,50,100.00,802,100.00,51,90.83
L81062,ST GEORGE HEALTH CENTRE,E38000022,10475,130,100.00,100.00,52,100.00,238,100.00,67,100.00,1097,100.00,55,100.00
L81067,SOUTHMEAD & HENBURY FAMILY PRACTICE,E38000022,11253,226,100.00,100.00,60,100.00,429,100.00,101,100.00,1400,100.00,102,100.00
L81075,THE OLD SCHOOL SURGERY,E38000022,15916,172,100.00,100.00,43,100.00,243,100.00,63,100.00,1047,100.00,64,100.00
L81077,SEA MILLS SURGERY,E38000022,6427,124,100.00,98.13,52,100.00,199,91.63,62,100.00,946,100.00,62,92.67
L81078,GLOUCESTER ROAD MEDICAL CENTRE,E38000022,13095,148,100.00,85.07,64,100.00,223,98.00,72,100.00,1297,100.00,40,100.00
L81081,PEMBROKE ROAD SURGERY,E38000022,12074,145,100.00,91.47,61,100.00,156,100.00,40,100.00,883,100.00,19,100.00
L81082,BEDMINSTER FAMILY PRACTICE,E38000022,11453,160,100.00,97.07,71,100.00,244,100.00,78,100.00,1255,100.00,72,99.50
L81083,HARTWOOD HEALTHCARE,E38000022,7599,130,100.00,100.00,19,100.00,233,100.00,72,100.00,1112,100.00,69,100.00
L81084,PRIORY SURGERY,E38000022,8494,145,100.00,100.00,44,100.00,242,100.00,68,100.00,1080,100.00,56,100.00
L81087,BEECHWOOD MEDICAL PRACTICE,E38000022,10628,158,100.00,98.13,64,100.00,299,98.60,93,100.00,1249,92.62,69,94.50
L81088,LODGESIDE SURGERY,E38000022,9663,150,100.00,100.00,71,100.00,300,93.77,57,100.00,1517,100.00,80,96.33
L81089,LAWRENCE HILL HEALTH CENTRE,E38000022,9637,142,100.00,97.53,63,100.00,298,96.69,94,94.24,1259,99.73,71,91.50
L81090,THE FAMILY PRACTICE,E38000022,13614,195,100.00,93.93,41,100.00,171,98.37,49,100.00,1014,100.00,40,100.00
L81091,WHITELADIES MEDICAL GROUP,E38000022,16428,194,100.00,81.07,110,100.00,256,96.66,84,100.00,1455,98.04,66,100.00
L81093,ST MARTINS SURGERY,E38000022,5365,65,98.76,92.07,45,100.00,150,75.49,37,100.00,634,91.85,26,71.00
L81094,THE MERRYWOOD PRACTICE,E38000022,6729,98,100.00,100.00,38,100.00,207,100.00,62,100.00,838,100.00,70,100.00
L81095,THE CREST FAMILY PRACTICE,E38000022,6179,65,100.00,99.40,44,100.00,121,84.40,25,100.00,717,74.62,47,80.00
L81098,GREENWAY COMMUNITY PRACTICE,E38000022,6925,126,100.00,100.00,92,100.00,249,100.00,76,100.00,1029,100.00,58,100.00
L81099,RIDINGLEAZE MEDICAL CENTRE,E38000022,6565,126,100.00,100.00,30,100.00,302,97.54,59,100.00,875,100.00,58,100.00
L81112,BISHOPSTON MEDICAL PRACTICE,E38000022,11871,121,100.00,94.00,59,100.00,172,100.00,18,100.00,843,100.00,42,98.00
L81120,BIRCHWOOD MEDICAL PRACTICE,E38000022,6108,94,100.00,94.20,37,100.00,177,100.00,63,100.00,814,100.00,38,100.00
L81125,WELLS ROAD SURGERY,E38000022,6840,61,100.00,94.20,62,100.00,139,100.00,38,100.00,685,100.00,34,100.00
L81128,AVONMOUTH MEDICAL CENTRE,E38000022,2661,37,100.00,100.00,13,0.00,65,99.17,21,100.00,276,100.00,30,88.33
L81131,FALLODON WAY MEDICAL CENTRE,E38000022,8540,218,100.00,100.00,135,100.00,241,100.00,81,100.00,1150,100.00,35,100.00
L81133,STUDENT HEALTH SERVICE,E38000022,16486,3,58.62,100.00,5,0.00,0,0.00,1,34.48,9,100.00,0,0.00
L81622,HELIOS MEDICAL CENTRE,E38000022,3506,33,100.00,99.40,10,100.00,53,99.43,10,100.00,291,87.96,5,100.00
L81648,MAYTREES MEDICAL PRACTICE,E38000022,4236,40,100.00,100.00,18,100.00,100,100.00,23,100.00,565,100.00,15,100.00
L81656,HOTWELLS SURGERY,E38000022,2790,22,100.00,91.53,12,0.00,41,100.00,9,100.00,217,98.31,10,88.50
L81669,MONKS PARK SURGERY,E38000022,4810,78,100.00,100.00,27,100.00,144,100.00,24,100.00,672,100.00,32,100.00
Y02578,BROADMEAD MEDICAL CENTRE,E38000022,7248,9,100.00,93.27,30,100.00,25,100.00,3,100.00,170,99.12,6,100.00
L82001,LANDER MEDICAL PRACTICE,E38000089,15748,297,100.00,100.00,94,100.00,508,100.00,135,100.00,1925,100.00,75,100.00
L82003,PORT ISAAC SURGERY,E38000089,8366,218,100.00,100.00,34,100.00,302,100.00,89,100.00,1148,100.00,35,100.00
L82004,WADEBRIDGE & CAMEL ESTUARY PRACTICE,E38000089,7475,192,100.00,100.00,62,100.00,354,100.00,58,100.00,1272,100.00,48,100.00
L82006,PENRYN SURGERY,E38000089,17902,320,100.00,100.00,52,100.00,537,100.00,184,100.00,2183,100.00,73,100.00
L82007,MEDICAL CENTRE CAMELFORD (DR NASH),E38000089,3036,54,100.00,100.00,29,100.00,114,98.97,20,100.00,464,100.00,33,97.83
L82008,STRATTON MEDICAL CENTRE,E38000089,10948,296,100.00,100.00,75,100.00,482,100.00,91,100.00,2025,100.00,76,100.00
L82009,CARNEWATER PRACTICE,E38000089,11102,226,100.00,99.87,128,95.00,430,97.69,106,100.00,1774,100.00,109,97.17
L82010,STILLMOOR HOUSE,E38000089,10473,170,100.00,100.00,41,100.00,409,100.00,90,100.00,1507,100.00,86,100.00
L82011,BRANNEL SURGERY,E38000089,4802,62,100.00,100.00,35,100.00,151,97.91,42,100.00,629,100.00,28,100.00
L82012,TAMAR VALLEY HEALTH,E38000089,15820,414,100.00,100.00,92,100.00,708,100.00,175,100.00,2837,100.00,156,100.00
L82013,PERRANPORTH SURGERY,E38000089,6952,169,100.00,100.00,51,100.00,289,100.00,69,100.00,1183,100.00,49,100.00
L82014,TREVITHICK SURGERY,E38000089,4530,85,89.66,100.00,56,20.00,196,80.86,50,78.45,706,94.19,31,76.50
L82015,CHACEWATER HEALTH CENTRE,E38000089,5579,142,100.00,100.00,19,100.00,250,98.51,72,100.00,901,100.00,49,97.83
L82016,OAK TREE SURGERY,E38000089,10768,250,100.00,100.00,93,100.00,471,100.00,98,100.00,1845,100.00,73,100.00
L82017,ST MARY'S HEALTH CENTRE,E38000089,2236,45,100.00,100.00,13,100.00,81,99.71,16,100.00,296,100.00,18,100.00
L82018,HELSTON MEDICAL CENTRE,E38000089,13040,265,100.00,100.00,126,100.00,579,100.00,94,100.00,2388,100.00,113,100.00
L82021,ALVERTON PRACTICE,E38000089,6026,170,100.00,100.00,105,100.00,384,100.00,80,100.00,1382,100.00,41,100.00
L82022,OLD BRIDGE SURGERY,E38000089,9373,296,100.00,100.00,107,100.00,494,100.00,123,100.00,2201,100.00,117,100.00
L82023,PETROC GROUP PRACTICE,E38000089,15934,363,100.00,100.00,94,100.00,649,100.00,129,100.00,2323,100.00,94,100.00
L82024,CLINTON ROAD SURGERY,E38000089,4036,72,100.00,100.00,52,100.00,215,100.00,40,100.00,647,100.00,39,100.00
L82025,MEVAGISSEY SURGERY,E38000089,4949,135,100.00,95.33,7,0.00,230,100.00,62,100.00,723,100.00,79,100.00
L82026,MIDDLEWAY SURGERY,E38000089,6319,118,100.00,94.53,40,100.00,248,99.46,66,100.00,1054,100.00,29,100.00
L82028,THREE SPIRES MEDICAL PRACTICE,E38000089,14333,317,100.00,100.00,101,100.00,528,100.00,119,100.00,2101,100.00,86,100.00
L82029,NARROWCLIFF SURGERY,E38000089,12054,272,100.00,97.93,46,80.00,443,98.34,144,100.00,1633,100.00,79,97.33
L82030,LAUNCESTON MEDICAL CENTRE,E38000089,17500,389,100.00,100.00,70,100.00,583,96.14,127,100.00,2723,100.00,77,93.50
L82035,FOWEY RIVER PRACTICE,E38000089,6898,163,100.00,94.27,36,100.00,351,100.00,62,100.00,1272,100.00,62,100.00
L82036,BODRIGGY HEALTH CENTRE,E38000089,10468,229,100.00,100.00,43,100.00,449,100.00,164,100.00,1675,100.00,118,100.00
L82037,PENSILVA HEALTH CENTRE,E38000089,4648,122,100.00,100.00,77,100.00,201,100.00,43,100.00,945,100.00,26,100.00
L82038,CAPE CORNWALL SURGERY,E38000089,4657,120,100.00,100.00,22,100.00,219,100.00,47,100.00,950,100.00,49,100.00
L82039,LOSTWITHIEL SURGERY,E38000089,4769,93,100.00,100.00,8,0.00,147,100.00,22,100.00,573,100.00,23,100.00
L82041,CARN TO COAST HEALTH CENTRES,E38000089,11792,168,100.00,100.00,97,100.00,376,100.00,189,100.00,1697,100.00,66,100.00
L82042,MANOR SURGERY,E38000089,11304,235,100.00,100.00,109,100.00,629,100.00,162,100.00,1912,100.00,56,100.00
L82043,QUAY LANE SURGERY,E38000089,4393,113,100.00,100.00,15,100.00,168,100.00,36,100.00,614,100.00,26,100.00
L82044,VEOR SURGERY,E38000089,7717,211,100.00,95.33,41,100.00,480,83.66,105,100.00,1473,87.69,88,83.00
L82045,PROBUS SURGERY,E38000089,8683,202,100.00,100.00,51,100.00,340,99.97,88,100.00,1498,100.00,82,100.00
L82046,SALTASH HEALTH CENTRE,E38000089,12877,261,100.00,100.00,49,100.00,429,100.00,117,100.00,1595,100.00,64,100.00
L82047,MARAZION SURGERY,E38000089,6759,190,100.00,100.00,58,100.00,383,100.00,112,100.00,1421,100.00,94,100.00
L82048,ROSELAND SURGERIES,E38000089,3546,131,100.00,100.00,52,100.00,216,95.09,65,100.00,720,100.00,25,100.00
L82049,FALMOUTH HEALTH CENTRE,E38000089,8558,221,100.00,100.00,73,100.00,327,100.00,133,100.00,1234,100.00,85,100.00
L82050,ROSEDEAN SURGERY,E38000089,8724,213,100.00,100.00,60,100.00,320,100.00,74,100.00,1422,100.00,68,100.00
L82051,CLAYS PRACTICE,E38000089,10980,179,100.00,100.00,11,100.00,370,100.00,84,100.00,1185,100.00,42,100.00
L82052,TRESCOBEAS SURGERY,E38000089,9369,220,100.00,100.00,36,100.00,360,100.00,98,100.00,1397,100.00,55,100.00
L82053,PENALVERNE SURGERY,E38000089,5009,121,100.00,100.00,35,100.00,262,99.49,62,100.00,930,100.00,62,100.00
L82054,ST.AGNES SURGERY,E38000089,7875,174,100.00,100.00,36,100.00,300,93.69,68,100.00,1032,99.38,45,92.33
L82056,MULLION HEALTH CENTRE,E38000089,7820,215,100.00,100.00,55,100.00,424,100.00,135,100.00,1416,100.00,74,100.00
L82057,ST KEVERNE HEALTH CENTRE,E38000089,2831,77,100.00,100.00,35,100.00,141,85.89,41,88.14,507,100.00,13,83.83
L82058,BOTTREAUX SURGERY,E38000089,4978,97,100.00,89.47,29,100.00,222,100.00,60,100.00,868,100.00,22,100.00
L82059,MENEAGE STREET SURGERY,E38000089,5909,137,100.00,100.00,45,100.00,216,100.00,255,100.00,880,100.00,36,100.00
L82061,CARNON DOWNS SURGERY,E38000089,5202,199,100.00,100.00,51,100.00,273,98.80,45,100.00,1056,100.00,27,100.00
L82066,PORT VIEW SURGERY,E38000089,6478,124,100.00,100.00,32,100.00,279,92.26,44,100.00,1012,81.42,50,93.67
L82068,PRAZE-AN-BEEBLE SURGERY,E38000089,5548,136,100.00,100.00,54,100.00,219,100.00,66,100.00,944,100.00,43,100.00
L82070,SUNNYSIDE SURGERY,E38000089,5996,148,100.00,100.00,20,0.00,264,100.00,63,100.00,943,100.00,47,100.00
L82617,PHOENIX SURGERY,E38000089,6005,106,100.00,100.00,21,100.00,230,100.00,64,100.00,865,100.00,27,100.00
L82618,MEDICAL CENTRE CAMELFORD (DR GARROD),E38000089,3058,72,100.00,100.00,33,0.00,145,100.00,21,100.00,411,100.00,11,100.00
L82620,HARRIS MEMORIAL SURGERY,E38000089,5225,94,100.00,100.00,30,100.00,248,100.00,46,100.00,652,100.00,34,100.00
L82622,WESTOVER SURGERY,E38000089,7790,162,100.00,100.00,50,80.00,269,100.00,81,100.00,934,100.00,35,100.00
Y00969,RAME GROUP PRACTICE,E38000089,9427,197,100.00,100.00,34,100.00,358,99.49,71,100.00,1573,93.58,63,100.00
Y01050,ROSMELLYN SURGERY,E38000089,6592,115,100.00,100.00,41,100.00,222,100.00,53,100.00,890,100.00,50,100.00
Y01051,MORRAB SURGERY,E38000089,6222,109,100.00,100.00,15,100.00,224,100.00,43,100.00,859,100.00,43,100.00
Y01127,NEETSIDE SURGERY,E38000089,4190,98,100.00,100.00,12,0.00,175,100.00,38,100.00,589,100.00,33,100.00
Y01922,STENNACK SURGERY,E38000089,12524,344,100.00,100.00,65,100.00,560,100.00,103,100.00,2136,100.00,128,100.00
Y02517,NEWQUAY HEALTH CENTRE,E38000089,15849,264,100.00,100.00,70,100.00,514,100.00,118,100.00,1947,100.00,90,100.00
Y02596,CARDREW HEALTH CENTRE,E38000089,2909,15,100.00,87.67,35,0.00,30,66.89,2,34.48,159,72.69,8,74.50
Y04957,ST AUSTELL HEALTH GROUP,E38000089,:,:,100.00,95.87,:,100.00,:,72.09,429,98.55,:,71.23,:,93.83
Y05021,MILLBROOK SURGERY,E38000089,:,:,0.00,99.13,:,0.00,:,0.00,0,0.00,:,0.00,:,0.00
L81004,PORTISHEAD MEDICAL GROUP,E38000125,18027,431,100.00,100.00,129,100.00,658,96.89,131,100.00,2614,99.31,120,96.83
L81016,GRAHAM ROAD SURGERY,E38000125,9528,232,100.00,100.00,98,100.00,392,100.00,91,100.00,1602,100.00,83,96.83
L81021,WINSCOMBE SURGERY,E38000125,8949,233,100.00,100.00,71,100.00,394,100.00,94,100.00,1374,100.00,45,100.00
L81034,NAILSEA FAMILY PRACTICE,E38000125,11169,342,100.00,100.00,108,100.00,497,99.89,159,100.00,1928,100.00,89,100.00
L81040,CLEVEDON MEDICAL CENTRE,E38000125,9061,219,100.00,100.00,58,100.00,347,100.00,149,100.00,1561,100.00,85,100.00
L81043,LONGTON GROVE SURGERY,E38000125,6377,129,100.00,100.00,71,70.00,277,97.66,40,100.00,1222,100.00,65,99.83
L81044,TUDOR LODGE SURGERY,E38000125,10278,298,100.00,100.00,84,100.00,432,100.00,106,100.00,1663,100.00,87,98.33
L81051,NEW COURT SURGERY,E38000125,10722,306,100.00,97.13,59,100.00,472,100.00,81,100.00,1956,100.00,100,100.00
L81056,LONG ASHTON SURGERY,E38000125,6937,131,100.00,99.93,40,100.00,175,100.00,54,100.00,819,100.00,37,100.00
L81058,THE MILTON SURGERY,E38000125,9072,187,100.00,100.00,85,100.00,365,94.71,101,100.00,1464,100.00,113,97.17
L81060,BACKWELL MEDICAL CENTRE,E38000125,13502,334,100.00,100.00,61,100.00,441,100.00,171,100.00,2256,100.00,74,100.00
L81066,STAFFORD MEDICAL GROUP,E38000125,11831,157,100.00,100.00,103,100.00,296,100.00,80,100.00,1585,100.00,65,98.83
L81085,HEYWOOD FAMILY PRACTICE,E38000125,6809,166,100.00,100.00,53,100.00,273,98.37,57,100.00,1070,94.81,67,100.00
L81086,MENDIP VALE MEDICAL PRACTICE,E38000125,9414,269,100.00,100.00,49,100.00,318,100.00,184,100.00,1521,100.00,51,100.00
L81102,SUNNYSIDE SURGERY,E38000125,6993,199,100.00,99.40,60,100.00,278,99.63,94,100.00,1419,100.00,66,99.33
L81119,CLARENCE PARK SURGERY,E38000125,4869,144,100.00,97.53,33,100.00,266,99.74,68,100.00,849,100.00,58,100.00
L81124,RIVERBANK MEDICAL CENTRE,E38000125,9612,129,100.00,98.40,85,100.00,268,91.80,56,100.00,1348,100.00,57,83.17
L81600,HARBOURSIDE FAMILY PRACTICE,E38000125,9430,153,100.00,100.00,32,100.00,221,100.00,52,100.00,956,100.00,60,100.00
L81635,WORLE MEDICAL PRACTICE,E38000125,4028,112,100.00,100.00,22,100.00,176,93.03,37,100.00,747,100.00,36,100.00
L81643,THE CEDARS SURGERY,E38000125,6737,156,100.00,100.00,51,100.00,225,99.43,74,100.00,1107,100.00,36,100.00
L81670,LOCALITY HEALTH CENTRE,E38000125,5086,56,100.00,100.00,24,53.30,121,99.51,22,100.00,560,100.00,48,100.00
Y02581,ST GEORGES SURGERY,E38000125,3011,34,100.00,88.60,16,100.00,63,98.46,10,100.00,312,100.00,15,88.83
L85001,FRENCH WEIR HEALTH CENTRE,E38000150,16033,280,100.00,98.20,116,0.00,512,76.06,139,77.83,2270,83.77,124,82.50
L85002,WELLS HEALTH CENTRE,E38000150,11399,319,58.62,97.33,98,5.70,490,72.74,126,74.93,2185,92.58,92,86.17
L85003,EXMOOR MEDICAL CENTRE,E38000150,3856,115,100.00,96.00,51,100.00,178,100.00,43,100.00,760,100.00,30,100.00
L85004,CREWKERNE HEALTH CENTRE  CREWKERNE,E38000150,11373,341,98.34,98.20,63,86.70,509,91.03,101,69.45,2334,100.00,113,94.00
L85005,BUTTERCROSS HEALTH CENTRE,E38000150,5039,152,67.83,87.13,60,100.00,228,79.23,72,51.28,1057,84.12,59,83.33
L85006,CROWN MEDICAL CENTRE,E38000150,9281,167,58.62,100.00,58,100.00,304,80.34,74,82.10,1144,94.27,84,88.67
L85007,CHURCH STREET SURGERY  MARTOCK,E38000150,10989,323,100.00,86.87,88,0.00,504,88.20,87,75.55,1994,99.96,68,85.50
L85008,FROME MEDICAL CENTRE,E38000150,28963,533,100.00,96.07,409,27.70,846,71.94,237,82.76,4601,78.77,221,83.00
L85009,WEST SOMERSET HEALTHCARE,E38000150,10044,321,100.00,100.00,69,100.00,541,95.40,92,100.00,1928,100.00,110,94.50
L85010,HIGHBRIDGE MEDICAL CENTRE,E38000150,13513,322,100.00,100.00,77,100.00,620,86.00,118,100.00,2321,88.12,122,86.50
L85011,CHEDDAR MEDICAL CENTRE,E38000150,7570,225,100.00,100.00,39,100.00,331,100.00,76,100.00,1135,100.00,48,100.00
L85012,WELLINGTON MEDICAL CENTRE,E38000150,14665,299,89.14,100.00,94,53.30,565,87.46,142,75.28,2263,91.27,94,84.67
L85013,QUANTOCK MEDICAL CENTRE,E38000150,3226,82,100.00,91.60,39,100.00,141,100.00,23,100.00,566,100.00,30,97.17
L85014,THE BLACKBROOK SURGERY,E38000150,10074,180,74.21,89.20,42,100.00,352,71.37,80,75.90,1379,81.12,83,71.67
L85015,PRESTON GROVE MEDICAL CENTRE  YEOVIL,E38000150,12775,302,100.00,96.67,86,70.00,458,61.77,108,100.00,1905,76.27,90,74.17
L85016,BURNHAM MEDICAL CENTRE,E38000150,16049,424,99.83,93.07,80,45.00,815,71.71,196,88.03,3210,82.12,165,82.33
L85017,PENN HILL SURGERY  YEOVIL,E38000150,9734,232,100.00,94.47,104,62.90,431,79.46,95,94.24,1576,91.38,67,91.50
L85018,CANNINGTON HEALTH CENTRE,E38000150,5292,127,100.00,100.00,57,100.00,224,100.00,44,100.00,951,100.00,52,100.00
L85019,HARLEY HOUSE SURGERY,E38000150,7042,226,100.00,94.33,69,100.00,372,74.94,92,100.00,1187,89.38,88,83.17
L85020,BECKINGTON FAMILY PRACTICE,E38000150,9222,227,76.62,83.93,95,53.30,299,95.34,73,74.14,1504,100.00,45,96.17
L85021,COLLEGE WAY SURGERY,E38000150,12491,364,100.00,88.73,94,100.00,506,80.29,129,83.59,2066,91.27,84,84.67
L85022,HENDFORD LODGE MEDICAL CENTRE  YEOVIL,E38000150,11400,267,98.38,97.87,81,0.00,439,68.71,106,71.79,2115,91.27,122,79.17
L85023,ST JAMES MEDICAL CENTRE,E38000150,13575,276,100.00,100.00,72,80.00,424,79.40,113,61.76,1638,91.88,126,81.33
L85024,POLDEN MEDICAL PRACTICE,E38000150,7509,203,100.00,100.00,43,100.00,328,97.89,97,100.00,1271,100.00,60,97.67
L85025,CRANLEIGH GARDENS MEDICAL CENTRE,E38000150,9228,171,100.00,84.20,93,100.00,336,100.00,46,100.00,1483,100.00,69,100.00
L85026,HAMDON MEDICAL CENTRE  STOKE-SUB-HAMDON,E38000150,5187,131,100.00,95.20,50,0.00,222,81.09,43,100.00,890,98.19,51,82.50
L85027,WINCANTON HEALTH CENTRE,E38000150,8593,188,100.00,100.00,74,86.70,296,78.83,81,81.48,1373,76.65,76,83.67
L85028,SPRINGMEAD SURGERY  CHARD,E38000150,6553,176,51.79,95.93,30,0.00,384,59.80,78,63.00,1178,54.73,66,75.83
L85029,L85029 (VINE SURGERY),E38000150,8193,181,74.69,100.00,54,70.00,271,82.43,89,79.21,1253,89.27,65,87.00
L85030,ESSEX HOUSE MEDICAL CENTRE  CHARD,E38000150,9234,247,100.00,99.47,65,100.00,360,100.00,91,100.00,1739,100.00,97,100.00
L85031,MILBORNE PORT SURGERY,E38000150,5593,137,81.83,96.00,42,0.00,225,88.57,61,93.83,888,100.00,47,92.17
L85032,BRUTON SURGERY,E38000150,5968,131,82.10,100.00,39,53.30,197,82.63,71,90.55,840,100.00,59,91.00
L85033,LANGPORT SURGERY,E38000150,12028,405,100.00,99.47,90,20.00,497,70.17,135,85.86,2261,68.81,100,79.67
L85034,WELLS CITY PRACTICE,E38000150,6949,162,100.00,95.27,40,70.00,233,86.06,47,100.00,1090,86.08,32,82.83
L85035,EAST QUAY MEDICAL CENTRE,E38000150,14665,229,100.00,80.47,66,100.00,535,100.00,122,100.00,2044,100.00,143,100.00
L85036,QUANTOCK VALE SURGERY,E38000150,5507,127,90.86,82.93,43,0.00,219,94.31,40,79.83,871,95.15,40,88.83
L85037,NORTH CURRY,E38000150,3914,95,65.00,93.13,33,0.00,156,84.69,32,71.28,667,100.00,28,97.83
L85038,LISTER HOUSE PARTNERSHIP,E38000150,6562,150,58.62,94.87,83,70.00,248,50.40,63,16.52,1397,68.62,33,79.50
L85039,GLASTONBURY SURGERY,E38000150,13035,264,100.00,95.53,70,70.00,439,91.26,92,61.52,2120,100.00,93,87.00
L85040,MILLBROOK SURGERY  CASTLE CARY,E38000150,4797,109,94.97,92.73,49,100.00,137,79.26,32,99.72,786,91.85,22,76.00
L85041,IRNHAM LODGE SURGERY,E38000150,6609,196,100.00,100.00,61,100.00,352,99.37,102,100.00,1316,100.00,90,100.00
L85042,TAUNTON ROAD MEDICAL CENTRE,E38000150,14311,229,100.00,94.73,7,100.00,512,100.00,91,100.00,2042,100.00,97,100.00
L85043,PARK MEDICAL PRACTICE,E38000150,10382,192,89.41,93.53,80,100.00,322,71.97,78,90.93,1470,93.96,58,83.00
L85044,QUEEN CAMEL MEDICAL CENTRE,E38000150,5535,143,73.00,91.07,39,53.30,194,73.83,37,64.03,911,85.77,35,86.83
L85045,WESTLAKE SURGERY,E38000150,2152,57,100.00,100.00,16,0.00,69,89.54,25,62.52,354,95.27,14,78.50
L85046,MENDIP COUNTRY PRACTICE,E38000150,5187,116,98.07,96.53,47,86.70,196,93.80,48,99.83,903,100.00,38,97.83
L85047,GLASTONBURY HEALTH CENTRE,E38000150,6427,115,72.34,90.73,49,0.00,165,75.09,39,93.24,673,66.27,54,71.00
L85048,RYALLS PARK MEDICAL CENTRE  YEOVIL,E38000150,6147,131,96.72,90.87,51,100.00,187,55.37,97,73.83,812,57.92,36,62.83
L85050,LUSON,E38000150,5842,131,99.45,93.27,43,100.00,206,84.40,40,90.62,917,79.50,34,86.33
L85051,REDGATE MEDICAL CENTRE,E38000150,6561,119,100.00,96.33,2,100.00,245,100.00,35,100.00,806,100.00,39,100.00
L85052,WARWICK HOUSE MEDICAL PRACTICE,E38000150,6772,176,58.62,100.00,39,100.00,283,80.14,63,84.21,1204,92.08,65,82.33
L85053,GROVE HOUSE SURGERY,E38000150,6562,152,84.38,99.47,69,70.00,265,92.69,67,78.45,1076,100.00,43,100.00
L85054,SUMMERVALE SURGERY,E38000150,7280,201,72.17,100.00,69,0.00,300,65.63,78,84.66,1396,74.19,47,73.00
L85055,AXBRIDGE SURGERY,E38000150,8576,201,81.03,100.00,35,100.00,310,89.11,68,71.76,1119,98.58,35,87.50
L85056,NORTH PETHERTON SURGERY,E38000150,5498,136,100.00,97.07,60,100.00,224,100.00,41,100.00,900,100.00,36,100.00
L85060,L85060 (VINE SURGERY),E38000150,4159,87,100.00,100.00,25,100.00,188,99.77,60,100.00,788,100.00,45,100.00
L85061,THE MEADOWS SURGERY,E38000150,3454,74,100.00,100.00,42,0.00,120,75.00,21,100.00,594,89.92,23,90.00
L85062,LYNGFORD PARK,E38000150,5712,91,58.62,100.00,44,20.00,223,85.11,50,71.76,774,100.00,38,86.33
L85064,OAKLANDS SURGERY  YEOVIL,E38000150,3631,42,100.00,100.00,37,0.00,111,92.43,34,100.00,445,100.00,20,92.17
L85065,DUNSTER SURGERY,E38000150,2234,96,93.66,100.00,73,100.00,121,83.69,25,80.83,521,100.00,19,95.17
L85066,ILCHESTER SURGERY  ILCHESTER,E38000150,3407,84,69.97,100.00,34,0.00,99,94.80,41,86.72,527,100.00,18,98.83
L85601,BRENT AREA MEDICAL CENTRE,E38000150,2658,61,100.00,100.00,21,100.00,96,98.89,19,90.41,383,100.00,7,97.17
L85607,SOMERSET BRIDGE MEDICAL CENTRE,E38000150,3819,46,100.00,100.00,22,100.00,107,100.00,23,100.00,406,100.00,27,100.00
L85608,PORLOCK MEDICAL CENTRE,E38000150,1920,95,99.55,94.40,16,0.00,113,91.69,16,97.79,445,100.00,39,93.00
L85609,CREECH,E38000150,3416,80,58.62,100.00,25,0.00,133,66.89,28,54.69,467,75.77,27,70.83
L85611,OAKHILL SURGERY,E38000150,2638,41,97.93,88.27,28,100.00,75,99.91,22,99.41,323,100.00,9,90.00
L85612,VICTORIA PARK MEDICAL CENTRE,E38000150,4504,59,100.00,90.33,16,100.00,120,98.20,23,100.00,482,96.42,28,100.00
L85616,VICTORIA GATE SURGERY,E38000150,4250,41,58.62,100.00,22,0.00,119,48.34,21,92.24,359,64.85,36,72.50
L85619,TAWSTOCK MEDICAL CENTRE  CHARD,E38000150,4947,113,100.00,92.33,30,0.00,169,74.66,51,77.72,856,85.35,32,76.67
L85620,WEST ONE SURGERY,E38000150,1828,22,58.62,100.00,28,0.00,60,57.80,10,13.79,429,50.12,11,81.33
L85624,CHURCH VIEW SURGERY  ILLMINSTER,E38000150,2178,70,100.00,97.33,28,100.00,109,99.51,24,100.00,566,100.00,27,88.67
Y00189,ABBEY MANOR MEDICAL PRACTICE,E38000150,2778,40,100.00,77.53,28,100.00,79,52.03,15,79.31,375,64.85,18,58.83
Y01163,WESTLAKE (S),E38000150,1736,48,100.00,100.00,12,100.00,63,100.00,19,100.00,275,100.00,10,97.17
Y02778,NHS YEOVIL HEALTH CENTRE,E38000150,4759,21,100.00,100.00,49,100.00,45,93.86,12,100.00,299,78.46,19,90.67
L81014,FROME VALLEY MEDICAL CENTRE,E38000155,14515,355,100.00,100.00,60,100.00,529,100.00,127,100.00,2400,100.00,107,100.00
